Date,Open,High,Low,Close,Volume,person_buyer_count,company_buyer_count,person_buy_volume,company_buy_volume,person_seller_count,company_seller_count,person_sell_volume,company_sell_volume,person_owner_change,company_owner_change
2015-08-01,152,155,150,151,1118023,72,1,682430,50000,20,0,732430,0,-50000,50000
2015-08-02,152,152,150,150,1174456,102,2,674456,500000,42,0,1174456,0,-500000,500000
2015-08-03,150,151,149,150,1140576,108,1,1040576,100000,45,0,1140576,0,-100000,100000
2015-08-04,151,155,150,150,902679,55,2,300790,601889,52,1,729341,173338,-428551,428551
2015-08-05,153,155,149,151,11361262,96,3,870242,10491020,44,3,1244250,10117012,-374008,374008
2015-08-08,151,153,149,149,1868216,71,3,548074,1320142,82,1,1798216,70000,-1250142,1250142
2015-08-09,151,154,149,154,2476696,59,2,426696,2050000,92,3,1545278,931418,-1118582,1118582
2015-08-10,150,153,150,150,13239459,35,1,304115,12935344,28,4,188648,13050811,115467,-115467
2015-08-12,151,151,148,148,1119790,78,2,1007872,111918,29,3,908352,211438,99520,-99520
2015-08-15,148,151,148,148,783145,54,2,481425,301720,58,1,763145,20000,-281720,281720
2015-08-16,148,153,147,153,2253135,35,5,310652,1942483,81,4,1541444,711691,-1230792,1230792
2015-08-17,147,151,147,148,513315,30,1,453315,60000,28,3,347973,165342,105342,-105342
2015-08-18,148,151,147,151,20902149,9,3,44730,190862,14,2,184475,51117,-139745,139745
2015-08-19,150,154,148,151,2686985,43,4,652791,2034194,74,3,2033435,653550,-1380644,1380644
2015-08-22,149,154,149,151,23729496,51,3,722405,23007091,72,3,1584496,22145000,-862091,862091
2015-08-23,150,151,149,150,415858,39,1,342217,73641,33,0,415858,0,-73641,73641
2015-08-24,150,150,148,149,648009,40,1,188658,459351,39,1,448009,200000,-259351,259351
2015-08-25,150,150,145,146,1321462,93,2,852885,468577,50,2,1155462,166000,-302577,302577
2015-08-26,149,149,145,146,1511905,64,3,1126365,385540,34,5,523402,988503,602963,-602963
2015-08-29,146,148,144,146,1235634,79,2,717933,517701,35,3,941346,294288,-223413,223413
2015-08-30,147,147,144,145,504827,58,0,504827,0,28,3,370204,134623,134623,-134623
2015-08-31,145,145,140,143,5231304,110,1,1831304,3400000,37,2,5062760,168544,-3231456,3231456
2015-09-01,142,144,136,143,1797805,54,4,470022,1327783,59,3,1141912,655893,-671890,671890
2015-09-02,144,145,141,145,2312961,38,1,1102961,1210000,75,2,1684029,628932,-581068,581068
2015-09-05,144,147,144,145,579134,61,1,559134,20000,34,2,320757,258377,238377,-238377
2015-09-06,145,146,143,146,1878623,37,1,738016,1140607,59,3,516360,1362263,221656,-221656
2015-09-07,145,145,142,143,1219642,65,1,919642,300000,41,4,427099,792543,492543,-492543
2015-09-08,143,145,142,143,1159139,34,1,650139,509000,35,5,381754,777385,268385,-268385
2015-09-09,143,143,143,143,394815,50,0,394815,0,28,0,394815,0,0,0
2015-09-12,145,145,140,140,632321,89,0,632321,0,26,5,385773,246548,246548,-246548
2015-09-13,139,139,136,136,2481602,149,2,1971602,510000,24,5,1458963,1022639,512639,-512639
2015-09-14,138,141,136,137,2514041,61,4,433514,2080527,59,6,1575357,938684,-1141843,1141843
2015-09-15,136,136,134,135,2765102,76,2,854314,1910788,31,2,2304798,460304,-1450484,1450484
2015-09-16,138,138,130,132,3733436,167,1,2274533,1458903,50,1,3545900,187536,-1271367,1271367
2015-09-19,131,138,129,138,3261506,78,5,1030408,2231098,81,2,2115177,1146329,-1084769,1084769
2015-09-20,131,131,127,127,2014708,95,1,895037,1119671,31,3,1287482,727226,-392445,392445
2015-09-21,130,132,127,132,6628035,35,5,308035,6320000,61,3,4332802,2295233,-4024767,4024767
2015-09-22,131,133,130,132,7747361,104,2,1147361,6600000,28,5,1987366,5759995,-840005,840005
2015-09-23,132,135,128,134,2024385,50,4,583385,1441000,68,6,1141051,883334,-557666,557666
2015-09-26,133,137,131,136,2015680,43,3,348459,1667221,92,3,1655272,360408,-1306813,1306813
2015-09-27,136,136,133,133,1497270,64,2,488695,1008575,37,2,588629,908641,-99934,99934
2015-09-28,136,138,134,138,1456274,28,2,252426,1203848,76,1,1214915,241359,-962489,962489
2015-09-29,137,139,135,138,1980674,32,3,1347014,633660,84,1,980674,1000000,366340,-366340
2015-09-30,139,139,136,139,1262514,33,2,469520,792994,71,2,862514,400000,-392994,392994
2015-10-03,136,139,136,138,948147,35,4,204261,743886,60,1,708147,240000,-503886,503886
2015-10-04,138,138,136,137,1930787,27,3,976787,954000,47,2,615290,1315497,361497,-361497
2015-10-05,138,138,137,137,1503828,50,2,1276396,227432,41,2,563533,940295,712863,-712863
2015-10-06,137,138,136,137,3560083,32,4,407360,3152723,34,3,678997,2881086,-271637,271637
2015-10-07,138,138,137,137,717616,31,2,600616,117000,36,1,651166,66450,-50550,50550
2015-10-10,137,138,137,137,458565,22,2,381083,77482,23,2,297242,161323,83841,-83841
2015-10-11,137,138,136,138,60608359,30,3,133069,60475290,37,2,397319,60211040,-264250,264250
2015-10-12,137,139,136,138,49336512,38,4,331259,49005253,42,3,683411,48653101,-352152,352152
2015-10-13,137,138,137,138,774337,38,1,755590,18747,21,2,297996,476341,457594,-457594
2015-10-14,138,142,138,141,1786958,73,2,1731958,55000,56,3,385129,1401829,1346829,-1346829
2015-10-17,142,145,140,144,4716616,185,5,3745714,970902,61,4,3116139,1600477,629575,-629575
2015-10-18,146,146,142,142,13384695,132,2,2789453,10595242,77,4,2059917,11324778,729536,-729536
2015-10-19,144,144,142,143,2140278,86,2,1678036,462242,34,2,382910,1757368,1295126,-1295126
2015-10-20,143,147,141,146,2725502,72,3,1479311,1246191,80,2,1793124,932378,-313813,313813
2015-10-21,146,149,144,145,5035136,114,2,3179636,1855500,114,2,1353285,3681851,1826351,-1826351
2015-10-25,145,146,143,146,3384765,80,3,934878,2449887,57,4,1157678,2227087,-222800,222800
2015-10-26,146,146,144,145,9233010,110,4,2127910,7105100,58,3,708605,8524405,1419305,-1419305
2015-10-27,145,151,145,148,18703340,206,6,4296418,14406922,170,10,5439440,13263900,-1143022,1143022
2015-11-04,155,155,149,150,2503985,102,0,2503985,0,19,1,495516,2008469,2008469,-2008469
2015-11-07,149,157,147,152,2924576,101,3,1340386,1584190,110,1,2312346,612230,-971960,971960
2015-11-08,152,154,149,150,1652780,94,2,790440,862340,58,3,1489572,163208,-699132,699132
2015-11-09,152,152,149,151,4441611,103,5,1090611,3351000,53,2,2790611,1651000,-1700000,1700000
2015-11-10,150,151,150,150,2495281,94,4,993357,1501924,52,1,874661,1620620,118696,-118696
2015-11-11,150,151,149,150,3590865,80,2,429360,3161505,51,3,1562476,2028389,-1133116,1133116
2015-11-14,150,150,148,149,2768564,92,2,763425,2005139,51,4,540350,2228214,223075,-223075
2015-11-15,147,151,147,149,2991913,82,3,791913,2200000,56,3,937856,2054057,-145943,145943
2015-11-16,150,150,147,148,3158776,74,4,1018526,2140250,29,2,374120,2784656,644406,-644406
2015-11-17,147,148,146,148,2482100,76,3,562650,1919450,33,2,745066,1737034,-182416,182416
2015-11-18,146,147,144,146,2787564,95,3,891764,1895800,28,2,394793,2392771,496971,-496971
2015-11-21,147,148,145,147,2894372,56,5,385979,2504793,29,2,487772,2403000,-101793,101793
2015-11-22,146,149,146,147,859023,49,1,524014,335009,51,2,681187,177836,-157173,157173
2015-11-23,147,148,145,148,14475849,91,4,1453091,13022444,49,3,2347373,12128162,-894282,894282
2015-11-24,146,148,144,144,16334943,173,3,2368121,13966822,57,6,6659586,9675357,-4291465,4291465
2015-11-25,144,144,140,141,6741623,237,3,5050377,1691246,39,4,6058223,683400,-1007846,1007846
2015-11-28,140,140,137,137,4170000,169,2,2532321,1633000,33,3,2950953,1214368,-418632,418632
2015-11-29,137,140,136,137,6768111,86,6,702013,6066098,59,2,771348,5996763,-69335,69335
2015-11-30,140,141,137,139,4084473,68,4,1002473,3082000,51,2,2218458,1866015,-1215985,1215985
2015-12-01,140,141,137,139,3367436,56,4,641515,2731860,26,6,961512,2411863,-319997,319997
2015-12-01,139,139,139,139,5939,56,4,641515,2731860,26,6,961512,2411863,-319997,319997
2015-12-05,140,143,139,143,4775342,46,3,575242,4200100,58,4,827025,3948317,-251783,251783
2015-12-06,141,142,138,138,992165,76,1,684974,307191,32,3,673438,318727,11536,-11536
2015-12-07,138,142,136,142,11008523,92,1,713375,10295148,46,6,1808523,9200000,-1095148,1095148
2015-12-08,140,144,138,144,5420302,46,1,411024,5009278,118,5,3605664,1814638,-3194640,3194640
2015-12-09,144,144,141,142,947913,41,2,202525,564784,28,1,531597,235712,-329072,329072
2015-12-13,141,146,140,144,11467755,39,1,365227,11102528,70,3,1202765,10264990,-837538,837538
2015-12-14,144,146,141,142,1043559,88,0,1043559,0,35,2,1042753,806,806,-806
2015-12-15,143,147,142,147,1933087,45,1,971572,961515,83,2,1127331,805756,-155759,155759
2015-12-16,145,147,144,144,1174077,37,3,370727,803350,36,2,461164,712913,-90437,90437
2015-12-19,144,144,141,142,309112,40,0,309112,0,29,0,309112,0,0,0
2015-12-20,141,143,138,140,1282235,60,1,1032235,250000,40,1,1093962,188273,-61727,61727
2015-12-21,141,146,139,143,11811119,40,1,451048,11360071,72,2,1464570,10346549,-1013522,1013522
2015-12-22,144,144,140,141,749762,51,1,739762,10000,35,2,374076,375686,365686,-365686
2015-12-23,141,144,141,142,573110,49,1,373110,200000,35,2,381365,191745,-8255,8255
2015-12-26,142,142,140,140,644734,64,0,644734,0,44,2,342816,301918,301918,-301918
2015-12-27,142,142,139,139,2026745,131,1,1776745,250000,39,1,1693115,333630,83630,-83630
2015-12-28,139,140,137,137,792183,119,0,792183,0,24,2,503284,288899,288899,-288899
2015-12-30,138,142,138,139,2007126,111,1,1257126,750000,49,5,854454,1152672,402672,-402672
2016-01-02,142,142,135,136,2213307,195,2,2188807,24500,43,3,2049551,163756,139256,-139256
2016-01-03,136,137,134,136,3054218,237,2,3019502,34716,41,1,2587521,466697,431981,-431981
2016-01-04,137,139,137,137,3220316,98,2,2283930,936386,50,1,1035275,2185041,1248655,-1248655
2016-01-05,137,141,137,141,2601541,76,3,1022210,1579331,93,2,912030,1689511,110180,-110180
2016-01-06,139,142,139,142,2434888,100,3,1584888,850000,103,2,1389706,1045182,195182,-195182
2016-01-09,141,144,140,144,3681015,109,5,1450015,2231000,128,2,1861465,1819550,-411450,411450
2016-01-10,142,144,141,143,2299551,47,1,363041,1936510,75,2,496587,1802964,-133546,133546
2016-01-11,144,144,141,144,1676795,62,2,475195,1201600,68,4,1096083,580712,-620888,620888
2016-01-12,144,144,141,144,3519370,60,1,827973,2691397,102,2,3370781,148589,-2542808,2542808
2016-01-13,143,148,141,148,3124964,68,3,724964,2400000,140,5,2653214,471750,-1928250,1928250
2016-01-16,151,151,150,151,3661559,82,1,3656559,5000,86,2,1773833,1887726,1882726,-1882726
2016-01-17,157,157,146,151,7217717,297,5,6838717,379000,196,5,4946705,2271012,1892012,-1892012
2016-01-18,154,158,149,157,7398099,83,4,2839352,4558747,185,4,4664611,2733488,-1825259,1825259
2016-01-19,156,162,156,160,7952344,170,7,5707153,2245191,194,4,3499831,4452513,2207322,-2207322
2016-01-20,163,168,161,168,5160133,111,4,3201880,1958253,203,6,4185133,975000,-983253,983253
2016-01-23,172,173,168,171,5191578,214,5,4187490,1004088,119,5,3546032,1645546,641458,-641458
2016-01-24,171,175,169,169,6578701,241,7,3710319,2868382,111,5,2686829,3891872,1023490,-1023490
2016-01-25,169,179,169,179,10866816,152,8,4508609,6358207,227,7,5411995,5454821,-903386,903386
2016-01-26,184,186,180,183,11171741,380,7,8451741,2720000,126,8,3071741,8100000,5380000,-5380000
2016-01-27,186,186,178,178,4579488,244,4,3601175,978313,157,5,3711588,867900,-110413,110413
2016-01-30,180,180,174,175,3610192,191,5,2795192,815000,113,3,3286897,323295,-491705,491705
2016-01-31,177,177,170,173,3651576,193,6,2472515,1179061,92,1,3601576,50000,-1129061,1129061
2016-02-01,173,181,173,181,9746925,174,7,3260042,6486883,166,7,2579597,7167328,680445,-680445
2016-02-02,185,187,179,180,6616024,233,4,4035276,2580748,111,7,2645396,3970628,1389880,-1389880
2016-02-03,180,180,177,178,3344915,157,3,2739675,605240,75,3,2969457,375458,-229782,229782
2016-02-06,180,180,175,177,3543396,189,2,3143396,400000,95,3,2223396,1320000,920000,-920000
2016-02-07,176,180,176,177,6133504,216,5,3763966,2369538,129,3,4856568,1276936,-1092602,1092602
2016-02-08,179,179,176,178,8998683,284,4,7279890,1718793,180,3,6124998,2873685,1154892,-1154892
2016-02-09,180,186,180,181,9034863,234,4,8040310,994553,233,6,5493216,3541647,2547094,-2547094
2016-02-10,182,189,180,183,5326879,260,2,5235779,91100,179,3,3841203,1485676,1394576,-1394576
2016-02-13,187,189,177,188,7833287,240,4,5637351,2195936,190,5,4725183,3108104,912168,-912168
2016-02-14,181,186,179,181,5964696,230,3,3238632,2726064,121,10,1632979,4331717,1605653,-1605653
2016-02-15,181,187,181,183,5154847,261,0,5154847,0,120,7,2607033,2547814,2547814,-2547814
2016-02-16,181,183,179,180,4334021,150,4,2594771,1739250,153,1,4284021,50000,-1689250,1689250
2016-02-17,179,185,178,183,3685132,147,2,2485132,1200000,156,5,3040132,645000,-555000,555000
2016-02-20,183,184,173,173,6089011,364,1,5991012,97999,126,3,5675011,414000,316001,-316001
2016-02-21,172,183,171,176,6032275,125,2,1512235,4520040,162,6,4204665,1827610,-2692430,2692430
2016-02-22,175,183,175,176,3532840,130,2,3197990,334850,131,6,2193181,1339659,1004809,-1004809
2016-02-23,181,186,177,183,56929090,116,3,2803090,54126000,236,6,4101905,52827185,-1298815,1298815
2016-02-24,184,186,178,184,104890764,186,2,1981079,102909685,133,11,2437963,102452801,-456884,456884
2016-02-27,184,187,184,186,102676038,150,5,2413334,100262704,118,5,2051038,100625000,362296,-362296
2016-02-28,186,186,183,185,2210500,123,1,2193500,17000,127,6,1654479,556021,539021,-539021
2016-02-29,184,188,181,182,91062795,134,2,4064483,86998312,141,6,1911325,89151470,2153158,-2153158
2016-03-01,186,188,180,186,5714907,156,2,2631579,3083328,198,5,4027994,1686913,-1396415,1396415
2016-03-02,184,187,181,183,92684486,144,3,1790918,90893568,128,3,2009199,90675287,-218281,218281
2016-03-05,184,189,184,187,4293436,203,4,3933135,360301,170,5,2716044,1577392,1217091,-1217091
2016-03-06,187,188,185,186,5067278,208,4,4041278,1026000,157,9,2918098,2149180,1123180,-1123180
2016-03-07,187,187,183,184,4250021,196,2,4249911,110,120,4,2640021,1610000,1609890,-1609890
2016-03-08,186,188,183,183,3675554,176,1,3625554,50000,125,5,1259086,2416468,2366468,-2366468
2016-03-09,184,186,182,186,136724988,362,2,9544755,127180233,101,9,3003524,133721464,6541231,-6541231
2016-03-12,186,195,186,193,32367021,798,8,26165117,6201904,386,11,9313090,23053931,16852027,-16852027
2016-03-16,195,200,195,200,5408168,22,2,214106,5194062,83,4,3607144,1801024,-3393038,3393038
2016-03-26,200,200,194,198,3991015,219,3,3587015,404000,122,2,3774373,216642,-187358,187358
2016-03-27,200,200,194,195,3064310,186,0,3064310,0,96,0,3064310,0,0,0
2016-03-28,194,194,189,190,3584359,274,0,3584359,0,92,2,2874359,710000,710000,-710000
2016-03-29,191,193,188,189,5382822,181,3,1734780,3648042,119,1,2122071,3260751,-387291,387291
2016-03-30,190,193,189,191,6251532,269,2,6191282,60250,111,3,2192926,4058606,3998356,-3998356
2016-04-02,191,195,190,191,2604490,147,4,1919490,685000,99,1,2604489,1,-684999,684999
2016-04-03,192,195,187,190,2280360,157,2,1928435,351925,90,0,2280360,0,-351925,351925
2016-04-04,189,194,187,189,7443295,195,5,2309735,5133560,106,3,3536565,3906730,-1226830,1226830
2016-04-05,192,192,186,187,3547853,239,1,3497853,50000,105,2,2298858,1248995,1198995,-1198995
2016-04-06,188,188,183,185,4060575,248,2,3324170,736405,111,1,4039855,20720,-715685,715685
2016-04-09,185,186,180,181,4503367,308,2,3839772,663595,131,1,4310464,192903,-470692,470692
2016-04-10,182,182,177,177,3150449,260,5,2506248,644201,132,1,3148444,2005,-642196,642196
2016-04-11,180,183,176,176,10627896,246,2,2621896,8006000,122,5,3529222,7098674,-907326,907326
2016-04-12,180,180,175,177,3783474,224,2,3233474,550000,81,2,1033783,2749691,2199691,-2199691
2016-04-13,176,181,173,175,14321619,209,3,1761013,12560606,114,3,4581775,9739844,-2820762,2820762
2016-04-16,176,176,170,171,3765358,242,2,2915358,850000,102,2,2965358,800000,-50000,50000
2016-04-17,170,175,167,174,2698184,132,3,1748184,950000,96,2,1808586,889598,-60402,60402
2016-04-18,177,178,173,176,4398171,217,2,4263171,135000,97,6,2515421,1882750,1747750,-1747750
2016-04-19,178,178,172,173,45469113,160,2,1872700,43596413,72,2,2420219,43048894,-547519,547519
2016-04-20,177,180,172,176,22358155,149,5,1621301,20736854,97,5,2769002,19589153,-1147701,1147701
2016-04-23,179,179,173,174,1468788,111,2,1457788,11000,50,2,1358788,110000,99000,-99000
2016-04-24,174,178,172,175,2278898,153,1,2277898,1000,86,2,1955321,323577,322577,-322577
2016-04-25,177,177,172,173,2717311,162,1,2709697,7614,78,0,2717311,0,-7614,7614
2016-04-26,174,174,172,173,1839138,114,0,1839138,0,49,2,1326138,513000,513000,-513000
2016-04-27,175,175,172,172,2128450,142,1,2078450,50000,86,2,1863450,265000,215000,-215000
2016-04-30,171,174,171,171,1563866,109,1,1556252,7614,76,0,1563866,0,-7614,7614
2016-05-01,172,172,169,169,4311866,241,5,3935366,376500,60,2,2708331,1603535,1227035,-1227035
2016-05-02,170,170,168,169,2848507,226,4,2548507,300000,76,2,2616356,232151,-67849,67849
2016-05-03,169,172,165,166,2526055,196,3,2365455,160600,66,3,1356284,1169771,1009171,-1009171
2016-05-04,170,173,168,170,8985041,117,4,1710041,7275000,90,5,2393138,6591903,-683097,683097
2016-05-07,170,172,166,166,1294910,150,3,1274910,20000,56,1,1287133,7777,-12223,12223
2016-05-08,167,170,165,167,1272860,93,1,1257440,15420,91,3,1210456,62404,46984,-46984
2016-05-09,166,169,165,169,2067115,99,2,885265,1181850,64,2,1231874,835241,-346609,346609
2016-05-10,168,168,161,163,1476350,143,2,1193620,282730,58,1,1222852,253498,-29232,29232
2016-05-11,162,163,160,161,2236601,169,1,2036601,200000,73,3,1688718,547883,347883,-347883
2016-05-14,164,169,161,163,7612130,139,2,1612130,6000000,82,1,2059731,5552399,-447601,447601
2016-05-15,165,170,161,163,14345605,214,3,2738429,11607176,129,4,4439747,9905858,-1701318,1701318
2016-05-17,165,169,165,169,2955318,57,1,985318,1970000,88,2,2215318,740000,-1230000,1230000
2016-05-18,168,169,166,169,2117384,61,1,817384,1300000,58,2,1004854,1112530,-187470,187470
2016-05-21,166,174,165,172,3968098,124,2,1041607,2926491,166,1,3668098,300000,-2626491,2626491
2016-05-23,170,171,167,168,1028421,73,1,728421,300000,52,2,574936,453485,153485,-153485
2016-05-24,171,171,167,170,1722169,74,3,611025,1111144,91,1,1222169,500000,-611144,611144
2016-05-25,168,174,167,168,8115004,115,1,1504684,6610320,76,3,3030537,5084467,-1525853,1525853
2016-05-28,170,173,168,170,2230379,97,2,1870150,360229,77,1,2182397,47982,-312247,312247
2016-05-29,170,172,167,167,920378,86,0,920378,0,44,0,920378,0,0,0
2016-05-30,168,168,166,166,785789,120,0,785789,0,43,0,785789,0,0,0
2016-05-31,166,175,166,170,9588412,49,1,396314,9192098,120,2,2988412,6600000,-2592098,2592098
2016-06-01,170,170,168,170,882303,72,0,882303,0,46,1,582303,300000,300000,-300000
2016-06-05,170,170,167,168,789374,82,0,789374,0,51,0,789374,0,0,0
2016-06-06,168,168,166,166,1224340,136,1,1181671,42669,36,2,1104340,120000,77331,-77331
2016-06-07,166,167,165,165,1357990,97,1,1259196,98794,43,1,1307990,50000,-48794,48794
2016-06-08,168,173,164,173,6104836,81,1,1104836,5000000,156,2,3109955,2994881,-2005119,2005119
2016-06-11,164,166,162,162,1546084,141,2,1542484,3600,45,1,1229638,316446,312846,-312846
2016-06-12,161,163,161,162,765652,80,2,631085,134567,46,2,602080,163572,29005,-29005
2016-06-13,162,168,162,162,849118,30,2,650888,198230,58,1,759118,90000,-108230,108230
2016-06-14,162,164,160,160,2165437,112,2,1800004,365433,54,3,1604525,560912,195479,-195479
2016-06-15,161,164,161,161,1350243,101,3,941793,408450,46,2,1086423,263820,-144630,144630
2016-06-18,161,165,161,161,48006351,86,4,882666,47123685,51,3,1495436,46510915,-612770,612770
2016-06-19,164,164,159,160,678246,84,2,378246,300000,32,0,678246,0,-300000,300000
2016-06-20,162,162,159,160,516236,59,1,414191,102045,53,1,496360,19876,-82169,82169
2016-06-21,161,165,158,162,3233076,79,2,781077,2451999,66,2,1300920,1932156,-519843,519843
2016-06-22,164,164,161,163,736723,66,1,636723,100000,57,0,736723,0,-100000,100000
2016-06-25,161,169,161,164,2738404,31,2,222766,2515638,140,0,2738404,0,-2515638,2515638
2016-06-26,165,166,162,164,954786,66,0,954786,0,43,0,954786,0,0,0
2016-06-28,164,166,163,164,874613,94,0,874613,0,45,2,791093,83520,83520,-83520
2016-06-29,164,164,162,162,530845,53,0,530845,0,49,0,530845,0,0,0
2016-07-02,163,163,161,161,1003168,104,2,827745,175423,36,1,763764,239404,63981,-63981
2016-07-03,161,167,161,162,3303342,57,1,703342,2600000,73,1,1573206,1730136,-869864,869864
2016-07-04,165,165,161,161,1636971,83,1,1610760,26211,39,1,730182,906789,880578,-880578
2016-07-05,163,164,161,161,741772,68,1,641772,100000,31,1,581649,160123,60123,-60123
2016-07-09,161,162,159,160,1011831,101,0,1011831,0,23,1,938831,73000,73000,-73000
2016-07-10,160,161,159,161,724325,88,1,709325,15000,37,1,535365,188960,173960,-173960
2016-07-11,162,166,158,163,8808579,83,4,865188,7943391,91,2,2550079,6258500,-1684891,1684891
2016-07-12,161,168,159,163,9294320,44,2,474533,8819787,110,3,2909890,6384430,-2435357,2435357
2016-07-13,164,174,162,170,6378326,39,2,1078326,5300000,202,3,5112663,1265663,-4034337,4034337
2016-07-16,170,170,163,165,2399585,73,0,2399585,0,55,1,2396585,3000,3000,-3000
2016-07-17,166,168,164,164,1411017,75,0,1411017,0,59,3,869524,541493,541493,-541493
2016-07-18,164,170,162,162,7866781,74,1,1168389,6698392,71,5,1729212,6137569,-560823,560823
2016-07-19,165,165,164,164,587132,63,0,587132,0,29,1,510883,76249,76249,-76249
2016-07-20,163,164,163,163,1447899,120,0,1447899,0,36,3,1080199,367700,367700,-367700
2016-07-23,163,163,162,163,1005224,105,0,1005224,0,34,1,943224,62000,62000,-62000
2016-07-24,162,163,161,162,2454222,124,0,2454222,0,51,1,1104017,1350205,1350205,-1350205
2016-07-25,162,165,162,165,4340646,59,1,2480646,1860000,41,2,721880,3618766,1758766,-1758766
2016-07-26,165,165,163,163,1999810,83,1,1924810,75000,35,4,562216,1437594,1362594,-1362594
2016-07-27,163,172,163,165,7419711,78,2,2389711,5030000,113,8,4132787,3286924,-1743076,1743076
2016-07-31,167,167,164,164,2643805,132,0,2643805,0,53,3,1303773,1340032,1340032,-1340032
2016-08-01,163,169,162,165,23700750,85,3,1721136,21979614,83,6,1734871,21965879,-13735,13735
2016-08-02,166,166,163,164,2375458,79,0,2375458,0,48,10,834421,1541037,1541037,-1541037
2016-08-03,166,166,164,165,2187753,89,1,2743519,5000,41,2,1697829,1050690,1045690,-1045690
2016-08-06,165,167,164,166,5042073,93,2,2582073,2460000,79,11,1362822,3679251,1219251,-1219251
2016-08-07,166,166,165,166,5529137,142,2,4005137,1524000,76,6,1157785,4371352,2847352,-2847352
2016-08-08,165,167,165,165,1830530,92,0,1830530,0,55,2,886659,943871,943871,-943871
2016-08-09,164,169,164,168,1834975,46,2,468422,1366553,143,1,1827362,7613,-1358940,1358940
2016-08-10,169,171,166,169,4312991,71,2,2869991,1443000,163,8,2822991,1490000,47000,-47000
2016-08-13,169,171,167,171,4573671,38,2,523671,4050000,119,8,3063670,1510001,-2539999,2539999
2016-08-14,168,168,166,166,853561,74,0,853561,0,71,4,553561,300000,300000,-300000
2016-08-15,166,168,165,166,871972,74,0,871972,0,33,0,871972,0,0,0
2016-08-16,165,169,165,166,15841125,45,2,560305,15280820,39,3,571139,15269986,-10834,10834
2016-08-17,166,172,165,168,13954936,61,2,1405316,12549620,115,2,3838856,10116080,-2433540,2433540
2016-08-20,167,168,167,167,510182,42,0,510182,0,38,0,510182,0,0,0
2016-08-21,167,179,167,171,7744631,80,2,1855331,5889300,244,3,7009851,734780,-5154520,5154520
2016-08-22,174,183,171,174,22974896,173,2,4374896,18600000,188,6,7858546,15116350,-3483650,3483650
2016-08-23,176,177,172,173,1070108,111,0,1070108,0,61,2,893993,176115,176115,-176115
2016-08-24,174,183,173,175,25435912,211,3,3406537,22029375,107,10,4539235,20896677,-1132698,1132698
2016-08-27,175,179,173,177,6614235,113,4,2576230,4038005,125,4,2610533,4003702,-34303,34303
2016-08-28,176,176,171,172,1141137,95,0,1141137,0,48,1,722416,418721,418721,-418721
2016-08-29,171,172,169,170,1014172,93,1,714172,300000,35,1,1014060,112,-299888,299888
2016-08-30,169,170,167,170,1432678,115,1,1412865,19813,41,0,1432678,0,-19813,19813
