Date,Open,High,Low,Close,Volume,person_buyer_count,company_buyer_count,person_buy_volume,company_buy_volume,person_seller_count,company_seller_count,person_sell_volume,company_sell_volume,person_owner_change,company_owner_change
2015-10-17,652,671,647,659,4890767,269,6,3573471,1317296,181,5,2884109,2006658,689362,-689362
2015-10-18,665,668,647,652,1786661,127,4,759813,1026848,134,2,1596812,189849,-836999,836999
2015-10-19,655,664,652,656,2957438,94,8,1134666,1822772,221,0,2957438,0,-1822772,1822772
2015-11-01,664,664,658,658,1126254,43,3,267296,858958,60,2,1125154,1100,-857858,857858
2015-11-02,661,661,640,640,734196,60,3,513295,220901,50,1,730853,3343,-217558,217558
2015-11-03,652,653,637,640,417828,56,1,358124,59704,48,3,389818,28010,-31694,31694
2015-11-04,632,640,627,635,1170564,147,2,1152860,17704,56,0,1170564,0,-17704,17704
2015-11-07,639,639,624,625,960801,126,0,960801,0,53,0,960801,0,0,0
2015-11-08,634,652,622,652,1391825,100,2,729962,661863,94,1,1091825,300000,-361863,361863
2015-11-09,629,638,626,628,667374,85,2,610874,51500,34,2,501361,161013,109513,-109513
2015-11-10,628,640,626,626,586929,62,1,581929,5000,33,2,509757,77172,72172,-72172
2015-11-11,628,628,619,622,808816,111,2,713816,95000,39,0,808816,0,-95000,95000
2015-11-14,619,640,617,632,1602022,60,2,398022,1204000,120,1,1502022,100000,-1104000,1104000
2015-11-15,639,654,628,646,2268421,35,3,327505,1940916,166,4,2048342,220079,-1720837,1720837
2015-11-16,652,652,637,640,1968415,60,1,1960415,8000,49,2,1600969,367446,359446,-359446
2015-11-17,640,651,634,639,1007089,58,2,848584,158505,47,2,791102,215987,57482,-57482
2015-11-18,635,646,623,633,2828767,48,3,285767,2543000,48,2,2468767,360000,-2183000,2183000
2015-11-21,627,637,627,630,336673,33,2,134673,202000,34,0,336673,0,-202000,202000
2015-11-22,628,634,624,633,539192,77,2,437192,102000,33,0,539192,0,-102000,102000
2015-11-23,625,628,623,624,812948,99,3,656104,156844,27,0,812948,0,-156844,156844
2015-11-24,634,639,622,625,890665,53,3,335665,555000,37,3,585947,304718,-250282,250282
2015-11-25,623,640,623,628,1474386,29,2,168386,1306000,73,2,1015257,459129,-846871,846871
2015-11-28,639,639,622,623,667241,59,2,563241,104000,31,2,417241,250000,146000,-146000
2015-11-29,632,638,620,623,1125372,39,2,121172,1004000,77,3,874972,250200,-753800,753800
2015-11-30,622,627,620,621,445852,51,2,395752,50100,37,0,445852,0,-50100,50100
2015-12-01,622,626,619,626,223211,25,1,173211,50000,36,0,223211,0,-50000,50000
2015-12-05,624,633,624,624,350952,43,1,350852,100,26,0,350952,0,-100,100
2015-12-06,624,624,608,609,492209,91,2,387209,105000,41,0,492209,0,-105000,105000
2015-12-07,608,619,601,604,496754,96,0,496754,0,38,0,496754,0,0,0
2015-12-08,604,622,604,610,640566,32,2,171194,469372,51,1,589533,51033,-418339,418339
2015-12-09,621,621,604,613,399346,42,2,156433,62677,14,0,219110,0,-62677,62677
2015-12-13,610,617,606,610,503055,28,2,406405,96650,35,0,503055,0,-96650,96650
2015-12-14,608,618,604,605,664131,68,2,544131,120000,43,0,664131,0,-120000,120000
2015-12-15,616,618,610,613,719240,61,0,719240,0,53,0,719240,0,0,0
2015-12-16,614,617,613,613,575946,35,2,445125,130821,54,1,545329,30617,-100204,100204
2015-12-19,606,610,583,600,462107,59,0,462107,0,30,0,462107,0,0,0
2015-12-20,597,597,578,578,809834,108,0,809834,0,35,0,809834,0,0,0
2015-12-21,569,599,569,582,975267,64,2,440041,535226,73,0,975267,0,-535226,535226
2015-12-22,571,585,564,570,1460087,150,0,1460087,0,69,1,1341737,118350,118350,-118350
2015-12-23,585,590,574,586,799629,36,4,123253,676376,93,0,799629,0,-676376,676376
2015-12-26,590,604,579,604,2060089,34,3,107367,1952722,106,1,1011258,1048831,-903891,903891
2015-12-27,603,605,588,591,926708,85,3,763806,162902,41,2,532980,393728,230826,-230826
2015-12-28,595,597,583,583,355780,58,3,260297,95483,31,1,349966,5814,-89669,89669
2015-12-30,600,604,591,594,1206049,99,1,1080564,125485,57,1,852057,353992,228507,-228507
2016-01-02,601,602,581,582,960696,63,3,412080,548616,76,1,957922,2774,-545842,545842
2016-01-03,595,596,585,586,454460,48,3,292499,161961,39,0,454460,0,-161961,161961
2016-01-04,596,596,575,582,929509,113,4,849367,80142,63,0,929509,0,-80142,80142
2016-01-05,580,616,577,602,3773853,201,4,3599470,174383,123,5,1999908,1773945,1599562,-1599562
2016-01-06,604,618,592,592,2662877,160,3,2478877,184000,94,1,2209841,453036,269036,-269036
2016-01-09,604,610,587,592,810883,95,2,782331,28552,80,0,810883,0,-28552,28552
2016-01-10,598,598,584,588,601150,81,3,532753,68397,44,0,601150,0,-68397,68397
2016-01-11,592,616,588,603,2448498,145,5,2022250,426248,144,1,1666047,782451,356203,-356203
2016-01-12,607,638,607,638,5490441,131,3,3540441,1950000,226,8,2898880,2591561,641561,-641561
2016-01-13,651,654,651,654,2931244,28,3,941070,1990174,119,4,1279669,1651575,-338599,338599
2016-01-16,686,686,686,686,3271047,40,4,2671047,600000,56,2,521699,2749348,2149348,-2149348
2016-01-17,720,720,689,702,27247851,773,11,18277851,8970000,726,25,16468165,10779686,1809686,-1809686
2016-01-18,713,732,692,725,9376067,213,2,3401004,5975063,415,5,6013741,3362326,-2612737,2612737
2016-01-19,725,735,714,716,7364911,291,6,3152090,4212821,233,5,3916824,3448087,-764734,764734
2016-01-20,725,733,719,721,5836167,432,3,4846167,990000,170,6,3554954,2281213,1291213,-1291213
2016-01-23,713,725,709,719,4678762,247,4,1985011,2693751,218,6,3446762,1232000,-1461751,1461751
2016-01-24,719,721,704,707,4759635,217,3,3110055,1649580,223,3,4367609,392026,-1257554,1257554
2016-01-25,702,739,697,732,6548956,353,8,4193315,2355641,370,4,5795368,753588,-1602053,1602053
2016-01-26,739,740,725,739,7144862,568,5,6934862,210000,231,5,4360044,2784818,2574818,-2574818
2016-01-27,737,737,701,713,3341872,274,5,2039241,1302631,261,0,3341872,0,-1302631,1302631
2016-01-30,719,730,701,701,2278995,144,3,994685,1284310,139,1,2078167,200828,-1083482,1083482
2016-01-31,708,732,692,712,3289099,124,4,756513,2532586,231,3,2908099,381000,-2151586,2151586
2016-02-01,714,728,703,707,3061334,236,5,2104334,957000,191,3,2885236,176098,-780902,780902
2016-02-02,713,721,709,709,2786790,127,2,1073084,1713706,193,2,2561790,225000,-1488706,1488706
2016-02-03,709,731,704,731,3715408,83,5,805629,2909779,219,4,2751665,963743,-1946036,1946036
2016-02-06,725,740,713,719,4307857,284,2,3592857,715000,216,5,3282857,1025000,310000,-310000
2016-02-07,725,733,713,719,4004588,213,3,3342588,662000,213,3,3819632,184956,-477044,477044
2016-02-08,713,724,710,713,5978022,343,7,3853887,2124135,227,6,3545442,2432580,308445,-308445
2016-02-09,722,748,706,724,13846058,731,9,10536058,3310000,401,13,7325106,6520952,3210952,-3210952
2016-02-10,708,738,708,712,2575266,200,4,1790438,784828,213,2,2456192,119074,-665754,665754
2016-02-13,725,725,689,707,3280243,169,5,1098143,2182100,166,0,3280243,0,-2182100,2182100
2016-02-14,713,725,696,725,3215936,112,7,864117,2351819,234,3,2689182,526754,-1825065,1825065
2016-02-15,724,755,719,755,41365943,1474,35,32915643,8450300,482,15,8197396,33168547,24718247,-24718247
2016-02-16,772,789,745,773,66088278,1625,27,53425375,12662903,835,20,18775287,47312991,34650088,-34650088
2016-02-17,785,803,778,779,11909849,777,12,8276849,3633000,549,4,11633090,276759,-3356241,3356241
2016-02-20,779,779,748,748,6920028,459,7,5483008,1437020,353,1,6720028,200000,-1237020,1237020
2016-02-21,749,761,718,725,13409375,448,10,4613182,8796193,561,8,11986375,1423000,-7373193,7373193
2016-02-22,747,755,725,732,5574686,366,6,3569071,2005615,275,5,5266186,308500,-1697115,1697115
2016-02-23,725,743,703,726,7388844,318,4,3939617,3449227,348,0,7388844,0,-3449227,3449227
2016-02-24,715,734,707,711,4802917,237,7,2499962,2302955,226,0,4802917,0,-2302955,2302955
2016-02-27,725,732,712,718,2967511,194,18,2105711,861800,175,3,2817511,150000,-711800,711800
2016-02-28,716,724,701,708,4821593,261,5,1941590,2880003,259,2,3371593,1450000,-1430003,1430003
2016-02-29,721,725,701,707,4427738,114,1,1129238,3298500,186,3,4059738,368000,-2930500,2930500
2016-03-01,722,724,707,709,5105612,128,6,954908,4150704,192,4,4787312,318300,-3832404,3832404
2016-03-02,723,749,708,749,9542232,136,10,533335,9008897,288,5,8060232,1482000,-7526897,7526897
2016-03-05,747,747,713,713,1404563,183,0,1404563,0,131,2,1352563,52000,52000,-52000
2016-03-06,710,724,707,710,2961028,173,3,1839636,1121392,214,2,2908671,52357,-1069035,1069035
2016-03-07,707,723,703,714,4308747,114,3,853985,3454762,237,4,3980247,328500,-3126262,3126262
2016-03-08,707,716,689,698,3924280,139,7,2258286,1665994,170,2,3758130,166150,-1499844,1499844
2016-03-09,695,718,695,701,3402044,162,3,1962785,1439259,178,3,2898194,503850,-935409,935409
2016-03-12,707,715,690,707,5749101,142,5,884648,4864453,250,6,4999101,750000,-4114453,4114453
2016-03-14,701,714,690,700,3386178,147,2,1607495,1778683,267,3,2836178,550000,-1228683,1228683
2016-03-15,695,702,695,698,2723720,94,3,768014,1955706,187,4,2389298,334422,-1621284,1621284
2016-03-16,684,702,679,684,3975529,146,1,834350,3141179,207,2,3227886,747643,-2393536,2393536
2016-03-26,693,701,684,700,592916,73,2,474149,118767,66,0,592916,0,-118767,118767
2016-03-27,695,703,687,689,471694,73,2,221776,249918,55,0,471694,0,-249918,249918
2016-03-28,693,694,687,687,1207537,71,2,261117,946420,67,2,660537,547000,-399420,399420
2016-03-29,689,703,677,689,1377105,70,3,267700,1109405,138,0,1377105,0,-1109405,1109405
2016-03-30,704,723,691,723,3927746,61,2,3663871,263875,200,3,3217846,709900,446025,-446025
2016-04-02,731,750,727,740,5537172,209,5,2256356,3280816,375,5,5162377,374795,-2906021,2906021
2016-04-03,725,755,713,741,6451283,111,4,557054,5894229,290,4,3679348,2771935,-3122294,3122294
2016-04-04,725,761,725,761,6436362,61,5,467769,5968593,367,7,5206347,1230015,-4738578,4738578
2016-04-05,748,749,726,731,1796179,99,7,884516,911663,81,3,1557633,238546,-673117,673117
2016-04-06,731,745,725,742,1876083,45,4,587621,1288462,164,1,1823083,53000,-1235462,1235462
2016-04-09,726,739,725,729,2044856,57,4,359164,1685692,109,2,1311856,733000,-952692,952692
2016-04-10,737,758,725,729,5575489,89,5,889489,4686000,263,7,2802735,2772754,-1913246,1913246
2016-04-11,725,743,725,725,564240,63,5,248426,315814,62,1,534240,30000,-285814,285814
2016-04-12,726,743,719,722,861542,62,2,274505,587037,60,1,475215,386327,-200710,200710
2016-04-13,725,749,713,731,6148835,39,3,143325,6005510,163,19,2443835,3705000,-2300510,2300510
2016-04-16,731,731,707,707,1506397,81,3,708258,798139,90,1,1406397,100000,-698139,698139
2016-04-17,683,735,683,713,4745483,84,1,419372,4326111,92,1,1676378,3069105,-1257006,1257006
2016-04-18,705,736,705,725,1084286,46,3,469644,614642,91,2,964286,120000,-494642,494642
2016-04-19,713,719,708,708,260576,35,0,260576,0,37,0,260576,0,0,0
2016-04-20,707,738,692,738,3627585,87,2,364663,3262922,119,1,1827585,1800000,-1462922,1462922
2016-04-23,735,736,713,715,345299,31,1,295299,50000,51,1,336299,9000,-41000,41000
2016-04-24,719,721,709,709,429081,77,0,429081,0,50,0,429081,0,0,0
2016-04-25,710,725,701,713,849754,100,1,413684,436070,52,3,619754,230000,-206070,206070
2016-04-26,707,730,702,713,6926491,59,2,541915,6384576,110,2,1925440,5001051,-1383525,1383525
2016-04-27,719,719,704,706,598912,82,0,598912,0,47,1,548912,50000,50000,-50000
2016-04-30,703,718,697,702,686034,83,0,686034,0,44,1,664734,21300,21300,-21300
2016-05-01,695,710,695,700,608505,52,1,558505,50000,63,0,608505,0,-50000,50000
2016-05-02,700,701,692,697,434732,53,0,434732,0,51,0,434732,0,0,0
2016-05-03,694,697,689,689,592854,88,1,562854,30000,45,2,539591,53263,23263,-23263
2016-05-04,686,720,686,708,5094136,67,4,679550,4414586,128,4,1877576,3216560,-1198026,1198026
2016-05-07,695,735,695,722,6158315,23,3,166980,5991335,226,1,3858315,2300000,-3691335,3691335
2016-05-08,714,724,707,716,930410,24,1,851904,78506,82,1,922000,8410,-70096,70096
2016-05-09,707,719,701,711,575844,23,2,228046,347798,46,0,575844,0,-347798,347798
2016-05-10,701,743,701,743,3838840,20,3,110800,3728040,204,0,3838840,0,-3728040,3728040
2016-05-11,712,725,709,712,444251,26,1,305251,139000,41,0,444251,0,-139000,139000
2016-05-14,707,722,704,722,307612,41,1,249128,58484,36,2,228474,79138,20654,-20654
2016-05-15,706,712,686,706,731419,71,0,731419,0,39,1,620713,110706,110706,-110706
2016-05-17,677,701,672,677,651476,88,2,597466,54010,43,1,637031,14445,-39565,39565
2016-05-18,692,699,689,689,228132,40,1,169696,58436,27,0,228132,0,-58436,58436
2016-05-21,700,700,666,678,705669,101,2,642740,62929,37,0,705669,0,-62929,62929
2016-05-23,685,685,674,677,615350,78,2,432125,183225,50,0,615350,0,-183225,183225
2016-05-24,673,714,671,714,2568730,69,3,248882,2319848,137,2,2532997,35733,-2284115,2284115
2016-05-25,706,722,684,702,3201915,45,4,227313,2974602,89,3,1071915,2130000,-844602,844602
2016-05-28,701,712,695,706,589298,19,1,166895,422403,78,0,589298,0,-422403,422403
2016-05-29,695,701,690,691,725564,29,1,238512,487052,33,0,725564,0,-487052,487052
2016-05-30,709,719,689,701,3672164,38,3,107338,3564826,79,2,1322164,2350000,-1214826,1214826
2016-05-31,711,711,690,692,1202892,26,3,665817,537075,18,3,178429,1024463,487388,-487388
2016-06-01,690,701,683,686,573527,69,0,573527,0,37,2,317320,256207,256207,-256207
2016-06-05,682,691,677,680,481899,43,1,281899,200000,34,0,481899,0,-200000,200000
2016-06-06,680,682,677,679,252860,32,0,252860,0,30,0,252860,0,0,0
2016-06-07,676,681,674,674,428478,45,0,428478,0,29,1,394585,33893,33893,-33893
2016-06-08,671,703,671,695,4639927,31,1,332589,4307338,109,2,1197912,3442015,-865323,865323
2016-06-11,684,684,663,664,584028,67,0,584028,0,36,0,584028,0,0,0
2016-06-12,660,668,659,660,294828,72,1,258428,36400,21,1,206841,87987,51587,-51587
2016-06-13,658,698,650,653,7203633,104,2,1200633,6003000,113,4,3487545,3716088,-2286912,2286912
2016-06-14,654,657,652,653,344566,62,2,276843,67723,36,0,344566,0,-67723,67723
2016-06-15,652,693,645,664,5858991,106,2,1040970,4818021,116,5,2537133,3321858,-1496163,1496163
2016-06-18,678,681,650,653,361483,44,3,194916,166567,39,1,360583,900,-165667,165667
2016-06-19,653,673,648,650,170992,19,2,169282,1710,30,0,170992,0,-1710,1710
2016-06-20,652,652,640,646,427023,39,3,284801,142222,40,1,424523,2500,-139722,139722
2016-06-21,646,646,633,640,1730703,98,2,1578477,152226,37,1,361078,1369625,1217399,-1217399
2016-06-22,605,661,605,644,2673578,80,2,477226,2196352,58,3,771738,1901840,-294512,294512
2016-06-25,628,666,628,646,2665310,17,4,61495,2603815,86,3,932180,1733130,-870685,870685
2016-06-26,650,664,637,650,435276,24,2,67833,367443,32,1,221231,214045,-153398,153398
2016-06-28,662,662,643,657,578706,48,1,260832,317874,54,3,373614,205092,-112782,112782
2016-06-29,656,658,637,644,324666,37,1,215522,109144,27,2,179564,145102,35958,-35958
2016-07-02,640,651,627,640,898042,64,1,694742,203300,37,2,323005,575037,371737,-371737
2016-07-03,628,640,617,627,341841,46,1,230153,111688,28,2,231741,110100,-1588,1588
2016-07-04,615,659,615,640,4475059,41,2,245738,4229321,110,3,1503178,2971881,-1257440,1257440
2016-07-05,640,640,623,638,167482,17,2,59829,107653,27,2,154091,13391,-94262,94262
2016-07-09,638,640,622,631,232013,34,1,224057,7956,20,1,231261,752,-7204,7204
2016-07-10,622,635,619,626,413237,44,1,338552,74685,24,0,413237,0,-74685,74685
2016-07-11,622,622,610,616,532251,72,2,486861,45390,31,0,532251,0,-45390,45390
2016-07-12,622,622,604,613,482946,76,1,436916,46030,34,0,482946,0,-46030,46030
2016-07-13,604,632,598,608,3111110,45,2,297457,2813653,90,1,1111110,2000000,-813653,813653
2016-07-16,615,615,597,604,437272,71,1,326677,110595,35,0,437272,0,-110595,110595
2016-07-17,604,613,604,613,728679,43,2,362379,366300,53,0,728679,0,-366300,366300
2016-07-18,612,612,598,598,444833,34,1,210854,233979,35,1,444333,500,-233479,233479
2016-07-19,599,604,596,604,266260,31,1,138257,128003,33,0,266260,0,-128003,128003
2016-07-20,595,616,595,604,1128004,49,1,365588,762416,67,4,909161,218843,-543573,543573
2016-07-23,614,614,600,614,1278330,88,2,533002,745328,58,1,1271165,7165,-738163,738163
2016-07-24,614,614,607,614,466202,46,2,205510,260692,35,2,416122,50080,-210612,210612
2016-07-25,608,611,605,610,380166,27,1,142443,237723,39,0,380166,0,-237723,237723
2016-07-26,608,613,604,609,328725,28,1,209272,119453,24,3,156011,172714,53261,-53261
2016-07-27,608,611,600,610,636053,42,1,237389,398664,41,3,425553,210500,-188164,188164
2016-07-31,608,612,604,609,524985,29,2,187509,337476,40,2,457035,67950,-269526,269526
2016-08-01,608,611,604,608,688479,28,1,190538,497941,57,0,688479,0,-497941,497941
2016-08-02,609,611,606,608,679472,22,1,241469,438003,54,1,649472,30000,-408003,408003
2016-08-03,611,611,608,611,501180,38,1,395688,116092,39,0,511780,0,-116092,116092
2016-08-06,615,633,614,624,691671,105,1,687171,4500,83,1,637584,54087,49587,-49587
2016-08-07,624,624,613,616,662358,52,1,270450,391908,37,1,653358,9000,-382908,382908
2016-08-08,614,616,610,613,441371,39,1,161334,280037,36,1,381371,60000,-220037,220037
2016-08-09,613,614,599,604,539750,57,2,123821,415929,33,1,479750,60000,-355929,355929
2016-08-10,613,613,606,606,371772,18,2,64734,307038,43,0,371772,0,-307038,307038
2016-08-13,608,608,586,600,585463,81,2,552151,33312,37,1,575463,10000,-23312,23312
2016-08-14,594,609,593,602,340780,45,1,128610,212170,49,0,340780,0,-212170,212170
2016-08-15,594,621,585,615,1286974,75,1,303832,983142,101,1,1186974,100000,-883142,883142
2016-08-16,592,606,592,602,369502,55,2,270599,98903,23,0,369502,0,-98903,98903
2016-08-17,586,613,586,594,267795,25,1,78703,189092,40,0,267795,0,-189092,189092
2016-08-20,588,615,588,613,399746,29,1,95763,303983,66,3,383446,16300,-287683,287683
2016-08-21,592,615,591,592,1263443,64,2,365438,898005,68,1,1072687,190756,-707249,707249
2016-08-22,605,609,591,606,1193767,93,2,972144,221623,19,1,193767,1000000,778377,-778377
2016-08-23,599,612,587,612,439553,49,1,189553,250000,47,0,439553,0,-250000,250000
2016-08-24,609,609,592,604,1007461,50,1,377463,629998,32,2,421805,585656,-44342,44342
2016-08-27,593,610,592,609,938718,33,2,224429,714289,68,1,766374,172344,-541945,541945
2016-08-28,595,606,594,604,510135,27,1,145093,365042,56,0,510135,0,-365042,365042
2016-08-29,593,613,593,600,4723131,31,2,224881,4498250,83,1,1723131,3000000,-1498250,1498250
2016-08-30,597,611,596,596,530635,31,1,520635,10000,25,1,430635,100000,90000,-90000
2016-08-31,604,604,592,592,185040,37,0,185040,0,16,0,185040,0,0,0
2016-09-03,595,600,588,599,313106,25,1,242054,71052,30,0,313106,0,-71052,71052
2016-09-04,586,604,581,586,1801801,37,1,219341,1582460,88,0,1801801,0,-1582460,1582460
2016-09-05,585,592,580,591,567087,58,1,493689,73398,19,1,564587,2500,-70898,70898
2016-09-06,582,596,581,582,201194,14,1,26548,174646,24,1,164314,36880,-137766,137766
2016-09-07,584,598,581,596,831573,18,1,77124,754449,68,1,826573,5000,-749449,749449
2016-09-10,592,596,581,581,314502,23,0,314502,0,17,0,314502,0,0,0
2016-09-11,580,587,579,580,302626,41,0,302626,0,15,0,302626,0,0,0
2016-09-13,591,591,577,591,634592,48,1,433271,201321,56,0,634592,0,-201321,201321
2016-09-14,576,591,576,576,1086524,32,2,192524,894000,22,1,242524,844000,-50000,50000
